Agent,Wins,Losses,Draws,AvgPieces,TotalGames,Map,Timestamp,Opponent,MatchID
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 13:38:54,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-54
MCTS_300,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 13:38:54,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-54
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 13:38:58,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-58
MCTS_300,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 13:38:58,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-38-58
Minimax+AB,5,5,0,2.5,10,position_14_13_empty_b.txt,2025-06-05 13:39:13,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-39-13
MCTS_300,5,5,0,2.4,10,position_14_13_empty_b.txt,2025-06-05 13:39:13,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-39-13
Minimax+AB,10,0,0,2.75,10,position_14_13_empty_b.txt,2025-06-05 13:39:21,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-39-21
MCTS_300,0,10,0,2.15,10,position_14_13_empty_b.txt,2025-06-05 13:39:21,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-39-21
Minimax+AB,10,0,0,2.85,10,position_14_13_empty_b.txt,2025-06-05 13:42:10,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-10
MCTS_300,0,10,0,2.05,10,position_14_13_empty_b.txt,2025-06-05 13:42:10,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-10
Minimax+AB,10,0,0,2.85,10,position_14_13_empty_b.txt,2025-06-05 13:42:19,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-19
MCTS_300,0,10,0,2.05,10,position_14_13_empty_b.txt,2025-06-05 13:42:19,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-19
Minimax+AB,10,0,0,3.15,10,position_4_11_empty_b.txt,2025-06-05 13:42:36,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-36
MCTS_300,0,10,0,1.75,10,position_4_11_empty_b.txt,2025-06-05 13:42:36,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-36
Minimax+AB,10,0,0,2.9,10,position_4_11_empty_b.txt,2025-06-05 13:42:43,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-43
MCTS_300,0,10,0,2.0,10,position_4_11_empty_b.txt,2025-06-05 13:42:43,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-43
Minimax+AB,10,0,0,2.7,10,position_3_3_empty_w.txt,2025-06-05 13:42:54,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-54
MCTS_300,0,10,0,2.2,10,position_3_3_empty_w.txt,2025-06-05 13:42:54,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-42-54
Minimax+AB,10,0,0,2.7,10,position_3_3_empty_w.txt,2025-06-05 13:43:58,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-43-58
MCTS_300,0,10,0,2.2,10,position_3_3_empty_w.txt,2025-06-05 13:43:58,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-43-58
Minimax+AB,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 13:44:03,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-44-03
MCTS_300,5,5,0,2.45,10,position_3_3_empty_w.txt,2025-06-05 13:44:03,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-44-03
Minimax+AB,10,0,0,2.7,10,position_3_3_empty_w.txt,2025-06-05 13:44:06,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-44-06
MCTS_300,0,10,0,2.2,10,position_3_3_empty_w.txt,2025-06-05 13:44:06,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-44-06
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-05 13:44:19,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-44-19
MCTS_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-05 13:44:19,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-44-19
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 13:44:24,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_13-44-24
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 13:44:24,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_13-44-24
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 14:25:25,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-25-25
MCTS_Domain_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 14:25:25,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-25-25
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-05 14:25:44,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-25-44
MCTS_Domain_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-05 14:25:44,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-25-44
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-05 14:45:52,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-45-52
MCTS_Domain_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-05 14:45:52,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-45-52
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-05 14:46:25,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_14-46-25
MCTS_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-05 14:46:25,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_14-46-25
Minimax+AB,5,5,0,2.4,10,position_1_5_empty_b.txt,2025-06-05 14:47:22,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_14-47-22
MCTS_300,5,5,0,2.5,10,position_1_5_empty_b.txt,2025-06-05 14:47:22,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_14-47-22
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 14:47:26,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_14-47-26
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 14:47:26,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_14-47-26
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 14:47:41,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-47-41
MCTS_Domain_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 14:47:41,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-47-41
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 14:50:42,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-50-42
MCTS_Domain_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 14:50:42,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-50-42
Minimax+AB,5,5,0,2.55,10,position_1_5_empty_b.txt,2025-06-05 14:50:51,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_14-50-51
MCTS_300,5,5,0,2.35,10,position_1_5_empty_b.txt,2025-06-05 14:50:51,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_14-50-51
Minimax+AB,1,1,0,12.75,2,position_1_5_empty_b.txt,2025-06-05 14:51:28,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_14-51-28
MCTS_300,1,1,0,11.75,2,position_1_5_empty_b.txt,2025-06-05 14:51:28,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_14-51-28
Minimax+AB,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 14:52:29,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_14-52-29
MCTS_300,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 14:52:29,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_14-52-29
Minimax+AB,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 14:57:17,MCTS_Domain_300,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-57-17
MCTS_Domain_300,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 14:57:17,Minimax+AB,Minimax+AB_vs_MCTS_Domain_300_2025-06-05_14-57-17
Minimax+AB,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 14:57:32,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_14-57-32
MCTS_Domain_600,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 14:57:32,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_14-57-32
Minimax+AB,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 14:58:34,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_14-58-34
MCTS_Domain_600,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 14:58:34,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_14-58-34
Minimax+AB,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 15:01:52,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_15-01-52
MCTS_Domain_600,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 15:01:52,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_15-01-52
Minimax+AB,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 15:02:17,MCTS_Domain_600,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_15-02-17
MCTS_Domain_600,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 15:02:17,Minimax+AB,Minimax+AB_vs_MCTS_Domain_600_2025-06-05_15-02-17
Minimax+AB,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 15:09:21,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_15-09-21
MCTS_300,1,1,0,12.25,2,position_18_7_empty_w.txt,2025-06-05 15:09:21,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_15-09-21
Minimax+AB,2,2,0,6.12,4,position_18_7_empty_w.txt,2025-06-05 15:09:27,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_15-09-27
MCTS_300,2,2,0,6.12,4,position_18_7_empty_w.txt,2025-06-05 15:09:27,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_15-09-27
Minimax+AB,2,2,0,6.62,4,position_18_7_empty_w.txt,2025-06-05 15:09:40,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_15-09-40
MCTS_300,2,2,0,5.62,4,position_18_7_empty_w.txt,2025-06-05 15:09:40,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_15-09-40
Minimax+AB,2,2,0,6.62,4,position_18_7_empty_w.txt,2025-06-05 15:13:51,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_15-13-51
MCTS_300,2,2,0,5.62,4,position_18_7_empty_w.txt,2025-06-05 15:13:51,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_15-13-51
Minimax+AB,2,2,0,6.62,4,position_18_7_empty_w.txt,2025-06-05 15:14:29,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_15-14-29
MCTS_300,2,2,0,5.62,4,position_18_7_empty_w.txt,2025-06-05 15:14:29,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_15-14-29
Minimax+AB,2,2,0,6.62,4,position_18_7_empty_w.txt,2025-06-05 15:14:51,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_15-14-51
MCTS_300,2,2,0,5.62,4,position_18_7_empty_w.txt,2025-06-05 15:14:51,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_15-14-51
Minimax+AB,2,2,0,6.62,4,position_18_7_empty_w.txt,2025-06-05 15:16:27,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_15-16-27
MCTS_300,2,2,0,5.62,4,position_18_7_empty_w.txt,2025-06-05 15:16:27,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_15-16-27
Minimax+AB,4,0,0,7.0,4,position_18_7_empty_w.txt,2025-06-05 15:16:34,MCTS_300,Minimax+AB_vs_MCTS_300_2025-06-05_15-16-34
MCTS_300,0,4,0,5.25,4,position_18_7_empty_w.txt,2025-06-05 15:16:34,Minimax+AB,Minimax+AB_vs_MCTS_300_2025-06-05_15-16-34
